Month,CountyFIPS,CountyName,Nielsen Rank,Footnote,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
2017-09-01,6037,"Los Angeles, CA",1,,649900,-0.0002,0.0398,16464,-0.0261,-0.1491,41,0.025,-0.1458,6794,-0.092,-0.0878,360,-0.1,-0.2035,3068,-0.0623,-0.1823,3113,-0.0535,-0.2008,1377900,-0.0035,0.1149,19577,-0.0306,-0.1578,0.1891,-0.0055,-0.0122
2017-09-01,17031,"Cook, IL",2,,277000,-0.0072,0.0897,26510,-0.0142,-0.0509,51,0.0408,-0.1356,9174,-0.0052,0.0501,164,-0.0682,-0.2115,6276,0.0212,-0.0359,2910,-0.0712,-0.2012,428900,-0.0046,0.0701,29420,-0.0202,-0.0683,0.1098,-0.0067,-0.0207
2017-09-01,48201,"Harris, TX",3,,299000,0.0007,-0.0355,15472,-0.102,0.0401,61,0.1731,0.0702,4554,-0.2822,-0.1475,576,0.4118,0.3981,2772,-0.5144,-0.3979,6204,-0.054,-0.0535,446900,0.0182,-0.0225,21676,-0.0888,0.0114,0.401,0.0204,-0.0397
2017-09-01,4013,"Maricopa, AZ",4,,329500,0.0015,0.0444,18421,0.0013,-0.0859,49,-0.0392,-0.0755,7246,0.0366,-0.0163,712,0.1266,0.092,7116,-0.0003,-0.0028,5,0,-0.2857,515200,0.0043,0.0658,18426,0.0013,-0.086,0.0003,0,-0.0001
2017-09-01,6073,"San Diego, CA",5,,660200,-0.0139,0.0541,6057,-0.0205,-0.1887,39,0.0263,-0.1333,3394,-0.1059,-0.0509,176,-0.2,-0.296,2146,-0.0083,-0.0907,19,-0.3871,0.1176,1147100,-0.0126,0.0615,6076,-0.0224,-0.188,0.0031,-0.0019,0.0009
2017-09-01,6059,"Orange, CA",6,,799900,0.0011,0.0667,7642,-0.0542,-0.1863,43,0.075,-0.2037,2562,-0.1804,-0.0889,150,-0.1279,-0.1573,1756,-0.0589,-0.1367,32,-0.1795,-0.2558,1409200,0.0255,0.1109,7674,-0.0548,-0.1866,0.0042,-0.0006,-0.0004
2017-09-01,36047,"Kings, NY",7,*,949500,0.0155,0.4976,2349,0.1133,-0.2836,74,-0.0263,-0.3148,946,0.6199,0.0305,28,-0.3636,-0.2632,274,0.7564,-0.1646,1154,0.127,0.1248,1490000,0.0395,0.3934,3503,0.1177,-0.1863,0.4913,0.006,0.1784
2017-09-01,12086,"Miami-Dade, FL",8,,450000,0,0.0119,20441,-0.0127,0.0426,118,0.0826,0.2421,2334,-0.4329,-0.436,196,-0.4096,-0.3836,2014,-0.3371,-0.3503,5285,0.0048,-0.1206,1015100,0.0014,0.0214,25726,-0.0091,0.0043,0.2585,0.0045,-0.048
2017-09-01,48113,"Dallas, TX",9,,359000,-0.0033,0.0064,5581,0.0011,0.0973,45,0.0714,0,2476,-0.0754,-0.0151,104,-0.2121,-0.2676,1920,-0.0438,0.3598,2229,-0.0797,-0.0857,630000,-0.0072,-0.0331,7810,-0.0234,0.038,0.3994,-0.035,-0.08
2017-09-01,53033,"King, WA",10,*,635200,0.0019,0.1549,3050,0.0273,-0.1333,30,0.1111,-0.1176,2752,0.033,0.1334,80,0.0811,0.2121,940,0.0633,-0.1562,1360,7.8889,,1018500,0.0236,0.1693,4410,0.4126,0.2532,0.4459,0.3944,0.4459
2017-09-01,36081,"Queens, NY",11,,534000,0.0095,0.1536,3491,-0.0346,0.0647,68,0.0968,-0.1169,960,-0.0698,0.0787,60,-0.1892,0.0345,404,-0.1101,0.2096,430,-0.0423,0.5248,695000,0.0061,0.1116,3921,-0.0354,0.1011,0.1232,-0.001,0.0372
2017-09-01,36061,"New York, NY",12,,2127500,0.0012,0.0691,5765,-0.0606,0.1116,109,0.0283,0,1648,0.0537,0.0073,50,0.1905,0.1905,860,1.337,0.0263,2472,-0.0888,0.0875,4379100,0.015,0.0207,8237,-0.0693,0.1043,0.4288,-0.0133,-0.0095
2017-09-01,32003,"Clark, NV",13,,284900,0.0042,0.1396,11246,-0.0162,-0.2307,48,0,-0.25,3608,-0.1083,-0.1069,378,-0.129,-0.0156,2092,0.0387,-0.3212,991,-0.0526,-0.185,426200,0.0131,0.1426,12237,-0.0192,-0.2272,0.0881,-0.0034,0.0049
2017-09-01,12011,"Broward, FL",14,,322500,0.0094,0.1186,12625,-0.0689,-0.0487,85,0.0897,0.0759,2196,-0.42,-0.4007,172,-0.4189,-0.4189,1756,-0.3746,-0.3491,4409,-0.0211,0.0136,571300,-0.0044,0.1012,17034,-0.057,-0.0333,0.3492,0.017,0.0214
2017-09-01,6065,"Riverside, CA",15,,409500,0.0111,0.0805,7984,-0.0102,-0.3128,47,0.0217,-0.2656,2952,-0.0664,-0.1956,224,-0.0588,-0.0588,1708,-0.0081,-0.2078,911,-0.0647,0.7419,565900,0.0102,0.1162,8895,-0.016,-0.2674,0.1141,-0.0067,0.0691
2017-09-01,48439,"Tarrant, TX",16,,282500,-0.0014,0.0004,5041,-0.0298,0.0533,43,0.1316,-0.0227,2288,-0.1418,-0.0214,142,-0.2366,-0.0897,1896,-0.104,0.2296,2339,-0.0648,-0.0751,390800,-0.0053,-0.0028,7380,-0.0412,0.0089,0.464,-0.0173,-0.0644
2017-09-01,26163,"Wayne, MI",17,,119900,-0.0164,0.2715,4961,0.0129,-0.1384,45,0.125,-0.1667,2334,-0.1531,-0.1239,96,0.0435,0.1707,1522,-0.0052,-0.0039,41,-0.1277,0.1081,193100,-0.0188,0.1682,5002,0.0115,-0.1368,0.0083,-0.0013,0.0018
2017-09-01,48029,"Bexar, TX",18,,254500,-0.02,0.0107,6986,-0.0147,0.0865,55,0.1,-0.0351,2250,-0.1379,0.0766,350,-0.3028,0.2411,2346,-0.0354,0.1683,2223,-0.0889,-0.0524,336400,-0.012,0.0191,9209,-0.0337,0.0493,0.3182,-0.0259,-0.0466
2017-09-01,6085,"Santa Clara, CA",19,*,1164500,0.0596,0.2421,867,-0.15,-0.5213,30,0.0714,-0.0909,938,-0.2299,-0.3645,34,-0.15,-0.3704,144,-0.234,-0.6949,1479,-0.0592,-0.1356,1917700,0.1053,0.3686,2346,-0.0949,-0.3339,1.7059,0.1647,0.7611
2017-09-01,6071,"San Bernardino, CA",20,,329700,-0.0006,0.0554,8819,-0.0135,-0.1169,48,0.0435,-0.25,3102,-0.0898,0.043,190,-0.0952,0.044,2094,0.0087,0.001,1019,-0.0591,0.1462,438700,-0.0177,0.0763,9838,-0.0185,-0.0954,0.1155,-0.0056,0.0265
2017-09-01,42101,"Philadelphia, PA",21,*,199500,0.0231,0.1784,4924,0.0224,-0.1141,62,0.0333,-0.1268,1784,-0.0155,0.0396,98,-0.0392,-0.2462,1530,0.1751,0.0214,2379,-0.0593,0.7887,308900,0.0121,0.1462,7303,-0.0057,0.0602,0.4831,-0.042,0.2438
2017-09-01,25017,"Middlesex, MA",22,,597600,0.0079,0.0681,2966,0.0669,-0.1345,40,-0.1111,-0.1837,1884,0.2594,-0.1475,50,-0.1071,0.1905,850,0.2537,-0.2518,1,0,,876600,0.0099,0.0828,2967,0.0669,-0.1342,0.0003,0,0.0003
2017-09-01,6001,"Alameda, CA",23,,773800,-0.0078,0.0588,1460,0.0414,-0.2478,25,-0.0741,-0.2188,1444,0.0556,-0.1119,44,-0.3333,-0.2667,258,0.0403,-0.3886,1562,-0.0817,-0.1602,1052600,0.0361,0.1824,3022,-0.0261,-0.2049,1.0699,-0.1434,0.1116
2017-09-01,12099,"Palm Beach, FL",24,,362500,0.0069,0.1508,14932,-0.0414,-0.0402,83,0.0641,-0.0119,2248,-0.4179,-0.4161,132,-0.5901,-0.3714,1680,-0.3154,-0.3301,2745,-0.1196,-0.0917,954400,0.0332,0.2758,17677,-0.0545,-0.0485,0.1838,-0.0163,-0.0104
2017-09-01,42003,"Allegheny, PA",25,*,179900,-0.0072,0.0772,6304,-0.0074,0.2456,63,0.0678,-0.1486,1514,-0.049,0.083,56,0.3333,1,1516,0.0369,0.0229,540,0.0037,-0.7781,270100,-0.0081,0.0185,6844,-0.0065,-0.0869,0.0857,0.0009,-0.3953
2017-09-01,39035,"Cuyahoga, OH",26,*,145000,-0.0249,0.1214,5621,-0.005,-0.1095,67,0.0469,-0.0946,1520,-0.1461,0.1377,64,0.1852,0.3333,1426,0.0348,-0.068,1232,-0.1143,,238200,-0.0157,0.1173,6853,-0.0266,0.0857,0.2192,-0.0271,0.2192
2017-09-01,6067,"Sacramento, CA",27,,378500,0.0011,0.1051,2868,0.0548,-0.0872,34,0.0968,-0.1282,2048,-0.0716,0.0546,10,1.5,4,44,-0.0435,0.6923,2464,-0.0375,-0.1863,462200,-0.0088,0.0947,5332,0.01,-0.1358,0.8591,-0.0824,-0.1046
2017-09-01,12057,"Hillsborough, FL",28,*,280500,0.0021,0.0793,5228,-0.0322,-0.1964,63,0.0862,0.05,1392,-0.3256,-0.3005,266,-0.125,0.064,1556,-0.2461,-0.1488,3661,-0.0696,0.3284,399300,0.0083,0.1021,8889,-0.048,-0.0403,0.7003,-0.0282,0.2767
2017-09-01,39049,"Franklin, OH",29,*,225800,-0.0391,0.2622,2597,-0.0004,-0.4954,43,0.2286,-0.1042,1376,-0.0639,-0.0802,48,0,-0.52,1148,-0.0575,0.1233,2072,-0.0803,1035,322400,-0.0388,0.2334,4669,-0.0375,-0.0932,0.7978,-0.0694,0.7975
2017-09-01,36005,"Bronx, NY",30,,354500,0.0057,0.0848,1187,-0.0302,0.1402,82,-0.0238,-0.1087,282,-0.0662,0.2051,28,0.5556,2.5,138,-0.0417,0.4681,215,-0.0138,0.1198,527700,0.0303,0.1819,1402,-0.0277,0.1371,0.1811,0.003,-0.0033
2017-09-01,27053,"Hennepin, MN",31,,369500,-0.0147,0.0713,4147,-0.0107,-0.1041,44,0.1,-0.0833,1900,-0.0909,-0.0732,56,-0.1515,0.2727,1456,0.0341,-0.0911,2116,-0.1026,-0.0528,550400,-0.0007,0.0375,6263,-0.0438,-0.0874,0.5102,-0.0523,0.0276
2017-09-01,26125,"Oakland, MI",32,,352300,-0.0073,0.0692,5046,-0.0075,-0.1168,44,0.1579,-0.0638,2306,-0.1541,-0.0229,108,0.0385,0.35,1668,-0.0744,-0.0118,7,-0.125,-0.5625,498600,-0.0044,0.0138,5053,-0.0077,-0.118,0.0014,-0.0002,-0.0014
2017-09-01,36103,"Suffolk, NY",33,,514500,0.029,0.1979,9520,-0.0167,-0.0479,91,0.0341,-0.0714,2184,-0.0136,0.1411,96,-0.4146,-0.2,1538,0.0434,0.0105,419,-0.0499,0.3218,1353200,-0.0005,0.3215,9939,-0.0182,-0.0365,0.044,-0.0015,0.0123
2017-09-01,12095,"Orange, FL",34,*,328400,0.0123,0.1274,4831,-0.0516,-0.1934,68,0.0968,0.0149,1116,-0.3834,-0.4,164,-0.2743,0.038,1170,-0.3427,-0.3134,2957,-0.0461,0.0984,495600,0.0231,0.0565,7788,-0.0495,-0.1029,0.6121,0.0035,0.1626
2017-09-01,48453,"Travis, TX",35,,434400,-0.0163,-0.0345,4504,-0.0439,0.1061,64,0.1228,0.0667,1402,-0.1324,-0.0113,170,0.3934,-0.0659,1630,-0.1692,0.0395,1378,-0.1075,-0.0171,714000,0.0032,-0.0577,5882,-0.0596,0.0745,0.306,-0.0218,-0.0384
2017-09-01,36059,"Nassau, NY",36,,599000,0,0.063,5493,-0.0336,-0.1005,74,0.0725,-0.1494,1534,-0.0266,0.1263,62,-0.1842,0.0333,970,-0.0261,0.0041,437,-0.11,0.3006,1000500,-0.0099,0.0264,5930,-0.0397,-0.0796,0.0796,-0.0068,0.0245
2017-09-01,12103,"Pinellas, FL",37,*,299500,0.0153,0.1654,4822,-0.0229,-0.3023,70,0.0769,0.0769,1090,-0.3876,-0.4121,80,-0.4118,-0.3651,1156,-0.352,-0.2665,2773,-0.071,0.7213,480100,0.0042,0.156,7595,-0.041,-0.1088,0.5751,-0.0298,0.342
2017-09-01,13121,"Fulton, GA",38,,425200,0.0246,0.1442,8922,-0.0253,-0.0488,57,0.0556,0,3280,-0.0629,0.0747,330,-0.1495,0.1074,2262,-0.1073,-0.0637,2283,-0.0491,0.0215,619200,-0.0316,0.0722,11205,-0.0303,-0.0353,0.2559,-0.0064,0.0176
2017-09-01,51059,"Fairfax, VA",39,*,585000,0,-0.0168,4432,-0.012,0.1879,45,0.0714,-0.1176,1718,0.1113,0.0387,50,0.087,-0.3421,1254,0.0829,0.1505,1,-0.5,-0.9992,780500,0.0001,-0.0284,4433,-0.0123,-0.1048,0.0002,-0.0002,-0.327
2017-09-01,37119,"Mecklenburg, NC",40,,375000,0,0.1517,3268,0,-0.0882,52,0.04,-0.0714,1440,0.0042,0.0014,106,0.0816,-0.1719,1092,-0.0537,0.0664,2008,-0.0568,-0.0708,514100,0.0069,0.1087,5276,-0.0224,-0.0816,0.6144,-0.037,0.0115
2017-09-01,29189,"St. Louis, MO",41,,216700,-0.0037,0.084,4737,-0.0117,-0.0943,52,0.0612,-0.1034,1642,0.0211,0.0553,40,-0.3103,-0.3548,1544,-0.0277,0.0489,1083,-0.1108,-0.1145,352700,0.0063,0.0588,5820,-0.0318,-0.0981,0.2286,-0.0255,-0.0052
2017-09-01,6013,"Contra Costa, CA",42,,635000,-0.0185,0.0864,1646,-0.0452,-0.1951,35,0.0606,-0.1026,1322,-0.0015,0.0264,60,0.2,0.25,394,-0.2452,-0.3207,1674,-0.0396,-0.1119,1056600,0.0794,0.1475,3320,-0.0424,-0.1552,1.017,0.006,0.0953
2017-09-01,4019,"Pima, AZ",43,,255000,0.002,0.0805,3799,0.0262,-0.0989,59,0,-0.1449,1496,0.0136,-0.0171,90,-0.2373,-0.1346,1098,0.0417,0.1961,2024,-0.0426,-0.0669,358700,-0.0017,0.0698,5823,0.0012,-0.088,0.5328,-0.0383,0.0183
2017-09-01,37183,"Wake, NC",44,,360000,0.0073,0.0909,5541,-0.007,-0.027,56,0.037,0.037,1738,-0.0755,0.0284,178,0.0988,0.2027,1308,0.0651,0.1784,8,0,0.1429,425300,0.0038,0.0675,5549,-0.007,-0.0268,0.0014,0,0.0002
2017-09-01,36029,"Erie, NY",45,,189900,0.0117,0.1371,1942,0.0094,-0.1796,53,0.1522,-0.1167,842,-0.1443,0.0048,28,0.1667,0.0769,614,-0.089,-0.1328,4,1,-0.75,251200,-0.0079,0.0979,1946,0.0104,-0.1834,0.0021,0.001,-0.0047
2017-09-01,55079,"Milwaukee, WI",46,,149900,0,0.0345,3213,-0.0135,-0.0809,50,0.1111,-0.0741,1030,-0.0301,-0.0077,22,0,0.375,912,0.027,-0.0579,2,,1,202100,-0.0025,0.0831,3215,-0.0129,-0.0806,0.0006,0.0006,0.0003
2017-09-01,24031,"Montgomery, MD",47,*,504500,0.0042,-0.0204,3420,0.0283,0.1597,49,0.0208,-0.0577,1478,0.3244,0.0981,82,0.0513,0.2059,950,0.2274,0.0795,0,,-1,741400,0.0008,0.0191,3420,0.0283,-0.0943,0,0,-0.2804
2017-09-01,18097,"Marion, IN",48,,160000,0.0224,0.2308,3279,0.0102,-0.1916,51,0.02,-0.1639,1224,-0.0332,0.0016,58,-0.0333,0.0357,1062,-0.0668,-0.013,1337,-0.0354,0.0152,237700,0.0046,0.2284,4616,-0.0035,-0.1409,0.4077,-0.0192,0.083
2017-09-01,6075,"San Francisco, CA",49,,1200000,0.0021,0.0349,842,0.3323,-0.1099,23,-0.3947,-0.303,708,0.873,-0.1216,20,0,-0.3333,98,0.75,-0.1404,296,-0.1778,-0.1978,1766200,-0.0424,0.0777,1138,0.1472,-0.1346,0.3515,-0.2181,-0.0385
2017-09-01,49035,"Salt Lake, UT",50,,379000,-0.0024,0.0829,3388,0.0571,0.0838,34,0.0625,-0.1282,1790,-0.1068,0.203,144,-0.1628,0.2,1556,0.0836,0.2881,2566,-0.0116,-0.0662,506000,-0.0224,-0.0198,5954,0.0264,0.0136,0.7574,-0.0526,-0.1217
2017-09-01,12031,"Duval, FL",51,,236800,0.0141,0.1024,3771,-0.0422,-0.1305,50,-0.0196,-0.1935,958,-0.3937,-0.2786,134,-0.0946,0.4889,860,-0.2724,-0.312,2018,-0.0175,0.0156,331200,-0.0072,0.0445,5789,-0.0337,-0.0846,0.5351,0.0134,0.077
2017-09-01,36119,"Westchester, NY",52,,649000,0.0384,0.1511,4150,-0.0105,-0.0955,83,0.0779,-0.0978,1176,0.3643,-0.0101,32,-0.36,-0.2,786,0.1766,-0.0461,45,0,-0.0625,1062200,0.0133,0.043,4195,-0.0104,-0.0951,0.0108,0.0001,0.0004
2017-09-01,47157,"Shelby, TN",53,,180600,0.005,0.1394,3114,-0.0211,-0.1393,54,0.0189,-0.1692,1026,-0.1378,0.0301,56,0.12,-0.125,700,-0.1117,-0.1337,1127,-0.0632,-0.0577,257300,-0.0008,0.0866,4241,-0.0326,-0.119,0.3619,-0.0163,0.0313
2017-09-01,9003,"Hartford, CT",54,,249900,0.0036,0.0417,4513,-0.0388,-0.187,64,0.1429,-0.1351,1212,-0.0942,-0.0082,58,1.9,0.9333,1152,0.0667,-0.0813,0,,,317900,0.0063,0.0352,4513,-0.0388,-0.187,0,0,0
2017-09-01,34003,"Bergen, NJ",55,,599000,0,0.0893,4585,-0.0374,-0.1223,72,0.0746,-0.1111,1446,0.0905,0.0098,26,0,-0.381,880,0.1282,0,4,1,1,931500,-0.0106,0.0572,4589,-0.0369,-0.1219,0.0009,0.0005,0.0005
2017-09-01,9001,"Fairfield, CT",56,,744000,0.0241,0.1239,8037,-0.0061,-0.1773,96,0.0667,-0.0588,1774,0.2599,-0.1488,46,0,-0.0417,1662,0.2726,-0.1971,18,-0.4,-0.7857,1432800,0.0261,0.0598,8055,-0.0075,-0.1825,0.0022,-0.0015,-0.0064
2017-09-01,17043,"DuPage, IL",57,,375000,0.0008,0.0417,5767,-0.0452,-0.1315,53,0.0192,-0.1587,1734,-0.0377,0.02,38,0.5833,-0.2083,1432,-0.0138,-0.1095,207,-0.0961,-0.172,521400,0.0064,0.0144,5974,-0.0471,-0.1329,0.0359,-0.002,-0.0018
2017-09-01,26099,"Macomb, MI",58,,199900,0,0.1766,2774,0.0362,-0.1406,37,0.1563,-0.1395,1550,-0.0828,0.032,50,-0.2857,-0.2424,1078,-0.0375,0.0267,3,0.5,2,250100,-0.0016,0.0822,2777,0.0366,-0.14,0.0011,0.0003,0.0008
2017-09-01,39061,"Hamilton, OH",59,,209800,-0.0318,0.3987,2370,0.0251,-0.1777,47,-0.0408,-0.1897,1068,0.0491,0.1079,24,0.7143,-0.3684,702,-0.1091,-0.1603,1556,-0.0755,-0.1516,334100,0.003,0.1107,3926,-0.0173,-0.1675,0.6565,-0.0714,0.0202
2017-09-01,9009,"New Haven, CT",60,,264800,-0.0082,0.0384,4858,-0.0382,-0.3106,77,0.1,-0.125,1180,0.0806,-0.0679,46,0.6429,0.15,1054,-0.0366,-0.2158,0,,-1,378900,0.0227,0.064,4858,-0.0382,-0.3107,0,0,-0.0001
2017-09-01,48085,"Collin, TX",61,,390000,-0.0127,-0.0074,4346,-0.0284,0.2888,52,0.1818,0.1064,1460,-0.1686,0.0704,132,-0.2979,-0.431,1970,-0.0619,0.7071,1198,-0.0897,-0.0869,462100,-0.0037,-0.0337,5544,-0.0423,0.1836,0.2757,-0.0186,-0.1134
2017-09-01,41051,"Multnomah, OR",62,,437800,-0.0106,0.0948,2361,0.0186,0.2151,40,0.1111,0.0526,1268,-0.0943,0.0709,70,-0.2222,0.2069,1028,0.0118,0.3046,21,0,-0.6912,546600,-0.0051,0.0638,2382,0.0184,0.1845,0.0089,-0.0002,-0.0261
2017-09-01,15003,"Honolulu, HI",63,,695000,-0.0057,0.0546,2376,-0.0133,-0.3188,61,0.0517,-0.0161,960,-0.0625,0.1215,22,0,-0.1538,490,0.056,0.1502,0,,,1273200,-0.0059,0.155,2376,-0.0133,-0.3188,0,0,0
2017-09-01,24005,"Baltimore, MD",64,*,265500,0.0019,0.062,3010,0.003,0.0142,55,0.0577,-0.0833,1024,0.0261,-0.0376,74,0.1935,0.6818,910,0.0364,-0.0827,1,0,-0.9979,374800,-0.0077,0.054,3011,0.003,-0.1239,0.0003,0,-0.1577
2017-09-01,24033,"Prince George's, MD",65,*,310000,0.0016,0.0333,2588,0.0035,0.3451,47,0.0682,0.0444,1030,-0.0836,0.122,84,-0.2364,0.2,648,0.0485,0.1782,0,,-1,333900,0.0066,0.0072,2588,0.0035,-0.035,0,0,-0.394
2017-09-01,53053,"Pierce, WA",66,*,361500,0.0042,0.1404,2078,-0.0062,-0.1236,42,0.1351,-0.087,1092,-0.1651,-0.0387,92,-0.1154,0.9167,836,-0.0324,-0.1218,649,10.1897,648,466700,0.0052,0.1004,2727,0.269,0.1497,0.3123,0.2846,0.3119
2017-09-01,21111,"Jefferson, KY",67,,229000,-0.0255,0.2259,2756,0.0121,-0.0529,48,0.0435,-0.1111,1164,-0.0152,-0.0169,32,-0.36,-0.1111,862,-0.0271,0.0336,1498,-0.1214,-0.1737,313400,-0.0135,0.0807,4254,-0.0393,-0.0993,0.5435,-0.0826,-0.0795
2017-09-01,25025,"Suffolk, MA",68,,682500,-0.0091,0.1375,1155,0.0845,0.0835,42,-0.087,0.0244,822,0.6914,0.0249,14,-0.2222,-0.125,332,0.395,0.5091,0,,-1,1197100,0.0006,0.053,1155,0.0845,0.0825,0,0,-0.0009
2017-09-01,42091,"Montgomery, PA",69,*,336100,0.003,0.0783,3292,-0.0087,-0.2031,68,0.0303,-0.15,1044,-0.0206,-0.1107,58,-0.2368,-0.3095,1068,0.1314,-0.0761,1652,-0.0948,0.7725,495800,0.0073,0.0993,4944,-0.0393,-0.0235,0.5018,-0.0477,0.2762
2017-09-01,40109,"Oklahoma, OK",70,,239900,0.0033,0.0213,3850,-0.0072,0.0137,59,0.0351,0,1288,0.0421,0.099,76,0.1176,0.52,1344,-0.0654,0.0599,0,,,330400,-0.0003,0.0617,3850,-0.0072,0.0137,0,0,0
2017-09-01,25027,"Worcester, MA",71,,299900,-0.0003,0.0449,2720,0.06,-0.0996,50,-0.0385,-0.2188,1158,0.0762,0.0683,46,-0.1786,0,938,0.2849,0.0856,6,2,,357400,-0.0061,0.0414,2726,0.0615,-0.0976,0.0022,0.0014,0.0022
2017-09-01,36055,"Monroe, NY",72,,162500,-0.0152,0.0491,1816,-0.0022,-0.2878,38,0,-0.2083,950,0.0394,0.0064,28,0.4,0,514,0.049,-0.2165,4,-0.4286,-0.2,218100,-0.0095,0.0954,1820,-0.0038,-0.2877,0.0022,-0.0016,0.0002
2017-09-01,11001,"District of Columbia, DC",73,*,587000,0.0673,0.0539,1858,0.1206,0.3897,35,-0.2045,0,1232,0.8554,0.1079,34,-0.15,0,450,0.3804,0.461,0,,-1,873500,0.0279,0.0255,1858,0.1206,0.0593,0,0,-0.3119
2017-09-01,8031,"Denver, CO",74,,539400,-0.0028,0.0284,1939,0.0504,0.0109,38,0.027,0.0556,1382,0.0865,-0.0058,84,0.2353,1.1,896,0.0443,0.0394,30,-0.3478,1.7273,712000,0.0098,0.0379,1969,0.0407,0.0207,0.0155,-0.0094,0.0097
2017-09-01,6019,"Fresno, CA",75,,299700,-0.0007,0.1141,1716,-0.011,-0.2168,48,0.0667,-0.1579,866,-0.0504,0.0023,30,-0.2105,-0.2857,632,0.0748,0.0361,50,0.1905,0.2195,392400,-0.0158,0.1227,1766,-0.0062,-0.2088,0.0291,0.0049,0.0104
2017-09-01,25009,"Essex, MA",76,,471000,-0.0177,0.0131,2044,0.02,-0.1261,44,-0.0638,-0.2143,1034,0.1,0.0058,24,0.0909,0.2,612,0.1635,-0.0642,0,,-1,693300,0.0035,0.0487,2044,0.02,-0.1265,0,0,-0.0004
2017-09-01,13135,"Gwinnett, GA",77,,299900,0,0.0711,5750,-0.0437,-0.085,53,0.1277,0.0392,2056,-0.1796,-0.1462,284,-0.0839,-0.2067,1524,-0.2319,0,1781,-0.0557,-0.0368,401700,0.0543,0.1118,7531,-0.0466,-0.074,0.3097,-0.0039,0.0155
2017-09-01,13089,"DeKalb, GA",78,,275000,0.0223,0.2239,4517,-0.0387,-0.1084,49,0.0889,0.0426,1890,-0.1547,-0.1274,162,0.08,0.08,1340,0.009,-0.0456,1521,-0.0517,0.0229,371800,-0.0056,0.1422,6038,-0.042,-0.0786,0.3367,-0.0046,0.0432
2017-09-01,53061,"Snohomish, WA",79,*,454500,0.01,0.138,1371,-0.0058,-0.0761,34,0.1724,-0.1053,1028,-0.1076,0.1347,58,0.1154,0.2083,530,0.0772,-0.1077,650,13.7727,649,534800,0.0163,0.1095,2021,0.4202,0.3609,0.4741,0.4422,0.4734
2017-09-01,34023,"Middlesex, NJ",80,,346500,-0.0089,0.0503,3967,-0.0512,-0.1491,62,0.0508,-0.1733,1164,-0.092,0.0393,46,-0.1786,0.9167,812,-0.0794,-0.0794,135,-0.0074,1.2131,403100,-0.001,0.0208,4102,-0.0498,-0.1315,0.034,0.0015,0.0209
2017-09-01,34013,"Essex, NJ",81,,350000,0.0003,0.0769,2185,-0.0336,-0.2163,59,-0.0328,-0.2436,868,0.226,-0.0921,28,0,0.75,342,0.0059,-0.2297,9,1.25,-0.3571,562500,0.0148,0.1185,2194,-0.0313,-0.217,0.0041,0.0023,-0.0009
2017-09-01,12071,"Lee, FL",82,,302400,-0.015,0.0083,7504,-0.0402,-0.0501,100,0.0309,0.0526,918,-0.5163,-0.5595,118,-0.169,-0.5,882,-0.3926,-0.3646,2655,-0.0665,0.0828,496100,-0.0026,0.0085,10159,-0.0472,-0.0186,0.3538,-0.01,0.0434
2017-09-01,13067,"Cobb, GA",83,,342500,0.0085,0.0706,5532,-0.0426,0.0162,50,0.087,0.0638,1982,-0.183,-0.1398,260,0.04,0.831,1632,-0.1383,-0.0145,1406,-0.0846,-0.0768,421700,0.0062,0.0223,6938,-0.0514,-0.0042,0.2542,-0.0117,-0.0256
2017-09-01,47037,"Davidson, TN",84,,359400,0.0053,0.0858,3290,0.0243,0.0077,38,0,0,1466,0.0324,0.0701,96,0.2973,0.0435,844,0.0072,0.3146,0,,-1,500300,-0.0073,0.0395,3290,0.0243,0.007,0,0,-0.0006
2017-09-01,48121,"Denton, TX",85,,386000,-0.0046,0.0174,3570,-0.0312,0.164,50,0.1905,0.0638,1294,-0.1408,0.0677,134,-0.2796,-0.3431,1522,0.0312,0.6725,1259,-0.1007,-0.0455,490500,0.0022,-0.0208,4829,-0.0503,0.101,0.3527,-0.0273,-0.0774
2017-09-01,29095,"Jackson, MO",86,,181500,-0.0189,0.1365,2687,0.0113,-0.1073,52,0.04,-0.1186,1074,0.1329,0.1401,28,0.1667,-0.1765,654,-0.0737,-0.0466,40,-0.0244,-0.0476,244800,0.0029,0.0676,2727,0.0107,-0.1065,0.0149,-0.0005,0.0009
2017-09-01,6111,"Ventura, CA",87,*,710000,0.0157,0.0157,2444,-0.0251,0.1649,46,0.0455,-0.1786,886,-0.0693,0.0726,48,0.6,0.1429,530,-0.1667,-0.1452,474,-0.0614,-0.6127,1080700,-0.0004,-0.0817,2918,-0.0312,-0.1216,0.1939,-0.0075,-0.3895
